RESPONSES,LEVEL KOMPETENSI
"Mengelola Perubahan; Pernah. Terbitnya Permen PAN RB Nomor 1 Tahun 2023 tentang Jabatan Fungsional dan juga Permen PAN RB Nomor 7 Tahun 2022 tentang Sistem Kerja pada Instansi Pemerintah untuk Penyederhanaan Birokrasi, sebagai pejabat pembantu pembina kepegawaian dituntut untuk dapat mengarahkan setiap unit kerja di lingkup DPKP agar siap menyesuaikan. Saya menyempatkan diri untuk mengikuti sosialisasi peraturan tersebut yang diselenggarakan oleh KemenPAN RB, intens berkonsultasi dan berkomunikasi dengan pihak pihak diantaranya Kepala Bagian Organisasi Setda dan BKPSDM  juga berdiskusi dengan rekan rekan ASN DPKP terkait hambatan dan  permasalahan yang dihadapi untuk disampaikan kepada pengampu kewenangan.",4
"Mengelola Perubahan; Pernah. Saat penerapan penyederhanaan birokrasi, terdapat hal hal kebijakan pusat yang tidak bisa sekarang diterapkan yaitu perubahan nomenklatur Bidang yang menurut arahan Kemendagri mengacu pada Permendagri Nomor 90 Tahun 2019 tentang Klasifikasi, Kodefikasi dan Nomenklatur Perencanaan Pembangunan dan Keuangan Daerah. Sehubungan nomenklatur Bidang yang ada mengacu pada pembagian kewenangan setiap Dirjen di Kementerian Pertanian RI, sehingga ada kerancuan dalam pemilihan nomenklatur bidang dan indikator kinerja beberapa Kepala Bidang. Menyikapi hal tersebut, saya memberi masukan kepada pimpinan bahwa untuk sementara perubahan dilakukan secara bertahap dulu, karena apabila diterapkan dalam waktu dekat dikhawatirkan mengganggu kinerja unit kerja.",4
Mengelola Perubahan; Ada pemekaran bidang menjadi SKPD baru. Cara menyikapinya dengan mengidentifikasi apa yang bisa dilakukan supaya pemekaran tersebut berlangsung sebaik mungkin.,1
Mengelola Perubahan; Sering. Menyikapinya dengan cara mempelajari regulasi yang ada baik itu dalam buku maupun pencarian secara daring serta bertanya pada rekan kerja dan pimpinan.,1
Mengelola Perubahan; Pernah. Diantisipasi dengan melaksanakan breefing rutin sehingga permasalahan dapat diantisipasi secepat mungkin.,1
"Mengelola Perubahan; Ketika terjadi ada perubahan organisasi  mutasi ,dampak hanya penyesuaian pekerjaan dalam menyikapinya harus cepat beradaptasi dalam belajar kondisi tempat yang baru.",2
"Mengelola Perubahan; Pernah Pada saat menduduki jabatan Kepala Bidang Pengelolaan Pasar, dimana didalamnya harus memenuhi dan meningkat pendapatan asli daerah melalui Retribusi Pasar, serta membuat regulasi tentang pasar tradisional  Dalam menyikapinya yaitu mempelajari kondisi pasar yang dikuasai pemerintah daerah , dengan menambah dan membangun pasar pasar yang dikuasai pemerintah daerah yang sebelumya ada 4 pasar menjadi 6 pasar dalam meningkatkan PAD, dengan dibuat regulasi untuk penarikan retribusi.",2
"Mengelola Perubahan; Merasa ada ketika awal tugas tempat sekarang, komunikasi sangat sulit dan pegawai rata rata kaget dan tegang ketika ditugaskan, dan untuk menyikapinya sering dilakukan brifing bersama rekan rekan, dan serta mempercayai pembagian kerja yang sesuai tupoksinya. ",2
"Mengelola Perubahan; Pada saat pertama saya bertugas di Bagian Perekonomian dan SDA Kasubag BUMD pindah Ke Dinas PU dan tidak ada yang menggantikannya, kemudian saya memberikan tugas tugas tersebut ke salah seorang staf tapi saya senantiasa pantau perkembangan tugas yang dia kerjakan dan senantiasa saya bimbing dan beri arahan ",3
"Mengelola Perubahan; Sering, contoh saya harus mengadakan seleksi calon komisaris dan dewan pengawas Perumda BPR Galuh. Pada saat itu saya mempelajari aturan dan betanya kepada staf yang paham dan ke daerah lain yang sudah melaksanakan seleksi tersebut juga berkonsultasi ke Provinsi. Selanjutnya setelah berjalan saya senantiasa berkonsultasi dan leporan kepada atasan.",3
"Mengelola Perubahan; Pernah, pada saat saya ingin menerapkan disiplin kehadiran pada anggota Satpol PP tapi saya rasakan belum optimal dalam penerapannya. Saat itu saya melakukan penjelasan ulang kepada  para anggota agar mematuhi aturan disiplin kehadiran yang sudah dibuat dan selalu saya ingatkan dalam setiap kesempatan. Kemudian saya akttifkan Petugas Tindak Internal  PTI  untuk memberikan sanksi bagi anggota yang melanggar.",3
Mengelola Perubahan; Pada saat terjadi perubahan Nomenklatur pada organiasasi dari DPPKAD menjadi BPKD tidak menemukan hambatan dalam penyesuaian pekerjaan.,1
"Mengelola Perubahan; Pada saat saya mutasi dari Kabid. Anggaran BPKD ke Kabag Perekonomian diharuskan memahami masalah pengendalian Inflasi Daerah, saya langsung brifing dengan rekan kerja dan meminta beberapa aturan tentang Inflasi dan hal ini menjadi tantangan buat saya untuk menyesuaikan lingkungan kerja yang berbeda dengan lingkungan kerja sebelumnya",1
"Mengelola Perubahan; Untuk implementasi di lingkungan tempat saya bekerja berjalan sesuai dengan harapan, sebagai indikator pembandingnya yaitu Lingkungan Kerja kami dalam menyusun LKPD selalu tepat waktu, karena yang kami terapkan selalu berdasarkan SOP dan memitigasi resiko terhadap keterlambatan program kerja.",1
"Mengelola Perubahan; 1. Pernah terjadi perubahan organisasi pada tahun 2016   2017, dinas pertanian tanaman pangan dimerger dengan BP4KKP dan Dinas perkebunan..dengan perubahan nomenklatur bidang, seksi dan personil. 2. Pada saat itu dengan posisi yang sama yaitu di perencanaan, pada awalnya dampak sangat terasa karena ada bidang tambahan yang harus di sinkronisasikan dengan perencanaan SKPD yaitu bidang penyuluhan dan ketahanan pangan sehingga berpengaruh terhadap target organisasi serta penyesuaian lainnya termasuk alokasi kegiatan. 3. Hal yang dilakukan untuk mengantisipasi kondisi tersebut, menyusun kembali prioritas berdasarkan target SKPD pada RPJMD dan renstra serta membahas kembali seluruh penyesuaian yang diperlukan sehingga pada akhirnya semua berjalan baik dan sesuai dengan target yang diharapkan ",2
"Mengelola Perubahan; 1. Pernah, pada saat pertama menjadi Kasi Peningkatan Mutu dan usaha Pertanian 2. Pada saat itu harus menangani beberapa kegiatan promosi hasil pertanian yang sebelumnya belum pernah ditangani. 3. Hal yang pertama dilakukan, brifing internal, rakor dengan seluruh pelaku usaha pertanian, penyusunan rencana kegiatan, termasuk milestone serta menyusun juknis pelaksanaan sampai dengan pelaksanaan kegiatan tersebut",2
"Mengelola Perubahan; 1. Pernah ada hal yang dirasa kurang optimal 2. Terkait dengan implementasi perubahan terkait penyediaan data digital di bidang kerja yang saya tangani terkait dengan jumlah personil yang kurang. 3. Hal yang dilakukan untuk menyikapi hal tersebut, berkoordinasi secara internal untuk membentuk struktur jaringan petugas pendataan di tingkat lapangan dan terkoordinasi secara online untuk memudahkan pekerjaan tersebut dan bekerja sama dengan pihak terkait yang berkompeten dengan sistem informasi digital untuk memudahkan penyediaan data tersebut.",2
"Mengelola Perubahan; Perlu disadari bahwa tidak ada sesuatu yang abadi kecuali perubahan itu sendiri. Perubahan pada organisasi mungkin dapat menyebabkan penambahan pengurangan beban kerja, kehilangan rekan kerja, ketidakpastian pekerjaan, dll. Dampak  positif dari perubahan organisasi adalah terdapat kebijakan baru yang berpotensi membuat organisasi lebih berkembang. Sedangkan dampak negatifnya adalah membuat idividu didalamnya harus menyesuaikan diri dengan perubahan tersebut yang akan berpengeuh terhadap melambatnya kinerja organisasi. Upaya menyikapi hal tersebut adalah menyadari bahwa  tidak ada sesuatu yang abadi kecuali perubahan itu sendiri , oleh sebab itu perlu dipersiapkan diri sebaik mungkin guna menghadapi perubahan yang mungkin sewaktu waktu dapat terjadi.",3
"Mengelola Perubahan; Belum pernah, karena bertugas selama 27 tahun berada di lingkungan instansi yang menangani fungsi Peternakan dan Perikanan yang jenis karakter pekerjaannya sudah dikenal  Bilamana itu terjadi upaya menyikapinya adalah  sebagai berikut   berikankesan yang baik, menawarkan bantuan kepada pimpinan rekan kerja, memiliki kedekatan dengan rekan kerja yang memiliki potensi diri tinggi, mengubah pola rutinitas.",3
"Mengelola Perubahan; Belum pernah. Bilamana hal tersebut terjadi, maka upaya guna menyikapi hal tersebut adalah   Bahwa perubahan dalam organisasi bertujuan agar organisasi tidak statis melainkan tetap dinamis, sehingga bilamana implementasi perubahan kurang optimal, maka akan berpengruh pula terhadap tujuan organisasi, maka   lakukan kecukupan kapabilitas  keterampilan  kemampuan  pegawai, koordinasikan aktifitas implementasi perubahan, tangani selesaikan permasalahan terkait implementasi perubahan agar tidak menjadi penghambat.",3
"Mengelola Perubahan; Pada tahun 2022 terjadi penyetaraan jabatan struktural eselon IV kedalam jabatan fungsional. Tujuannya adalah untuk menyederhanakan birokrasi. Hal ini berdampak pada penyesuaian sistem kerja dan pendistribusian tugas dan fungsi yang semula level eselon III mendistribusikan peran dan tanggung jawab kepada eselon IV dan diteruskan ke pejabat fungsional atau pelaksana di bawahnya menjadi peran pendistribusian tugas dan tanggung jawab langsung dilaksanakan oleh eselon III ke pelaksana dan pejabat fungsional. Menyikapi hal tersebut saya selaku eselon III menyikapi dengan meningkatkan literasi dan kompetensi teknis setiap tugas dan pekerjaan, memetakan kompetensi pegawai yang ada untuk mendistribusikan tugas dan fungsi serta melakukan evaluasi lebih detail terhadap hasil pekerjaan pejabat fungsional",3
"Mengelola Perubahan; Tahun 2009 saya dipromosikan menjadi Kepala Seksi Tata Pemerintahan di Kecamatan setelah menjadi pelaksana di BKD selama 5 Tahun. Awal saya melaksanakan tugas sebagai Kasi Pemerintahan berbarengan dengan tahapan rekrutmen perangkat desa di salah satu desa di kecamatan yang merupakan salah satu tugas fasilitasi kasi pemerintahan kecamatan. Menyikapi hal tersebut, saya melakukan langkah langkah sebagai berikut   Mempelajari ketentuan tata cara pengangkatan perangkat desa Konsultasi dengan atasan dan juga bagian Pemerintahan Desa  pada saat itu  Melakukan fasilitasi pengangkatan perangkat desa bekerjasama dengan bagian pemerintahan desa Melaksanakan evaluasi dan melaporkan pelaksanaan kegiatan kepada Camat",3
"Mengelola Perubahan; Pernah di tahun 2019 pada saat awal implementasi pelayanan kepegawaian secara elektronik terdapat beberapa tim internal dan SKPD yang tidak menggunakan fasilitas tersebut dikarenakan belum terbiasa menyimpan dan menyampaikan usul layanan secara elektronik. Menyikapi hal tersebut, saya melakukan langkah langkah sebagai berikut   Sosialisasi dan asistensi tim internal dan pengelola kepegawaian di SKPD Melayangkan surat edaran sekretaris daerah bahwa layanan kepegawaian hanya dilaksanakan secara elektronik Pelaksanaan secara bertahap untuk jenis layanan tertentu Implementasi seluruh layanan kepegawaian secara elektronik untuk memudahkan usulan dan meningkatkan kualitas layanan",3
Mengelola Perubahan; Situasinya terjadi ketidaksemangatan dalam bekerja karena ketidakjelasan karir dan kinerja sehingga ada penurunan etos kerja,1
Mengelola Perubahan; Kita kerjakan sesuai dengan kemampuan kita sambil terus bertanya ke semua pihak yang pernah terlibat dalam pekerjaan tersebut,1
"Mengelola Perubahan; Pernah, kita terus coba sambil melakukan evaluasi tentang faktor penyebab kurang optimalnya perubahan yang diharapkan",1
"Mengelola Perubahan; Menyesuaikan kembali dengan rencana kerja yang telah disepakati, walauounterjadi perubahan pada oraganisasi namun tujuan tetap menjadi pedoman dalam melaksanakan tugas",2
"Mengelola Perubahan; Pernah, berusaha belajar dan memahami secepatnya tugas tersebut, sebuah tantangan",2
"Mengelola Perubahan; Pernah, pelaksanaan kegiatan mengalami kemajuan yang kurang memadai hal ini dapat",2
"Mengelola Perubahan; Organisasi yang baik adalah yang mampu menjawab tantangan zaman, dan tidak menutup kemungkinan akan terjadi perubahan dalam organisasi baik tugas dan fungsinya. Untuk menyikapi hal ini kita harus siap dalam artian segera beradaptasi menyesuaikan dengan keadaan, kembangkan potensi diri dan kelompok melalui berbagai kesempatan peningkatan kapasitas diri dan organisasi, lakukan diskusi intensif, studi banding dan koordinasi komunikasi dengan berbagai pihak terkait sehingga organisasi kita bisa selalu fight menghadapi tantangan.",2
"Mengelola Perubahan; Semua tugas pekerjaan selalu saya anggap adalah hal yang baru, dengan demikian saya menjadi selalu tertantang untuk mempelajari, mengkaji dan menjalankan tugas dengan sebaik baiknya. Menyiapkan mental, potensi diri dan kelompok, diskusi, membuka aturan, koordinasi dan komunikasi dengan pihak terkait serta meminta arahan dari pimpinan sehingga kita akan selalu punya keyakinan bahwa tugas apapun akan dapat dijalankan dengan semaksimal mungkin.",2
"Mengelola Perubahan; Untuk menyikapi perubahan, belum tentu semua kelompok akan segera berbenah. Pada kondisi ini perlu kontrol oleh pimpinan, sesuaikan kembali dengan target, tujuan bersama dan segera lakukan solusi melalui diskusi, komunikasi, koordinasi untuk mengatasi permasalahan ",2
Mengelola Perubahan; Yang saya lakukan dengan cepat melakukan penyesuaian terhadap hal hal yang baru dalam organisasi ,2
Mengelola Perubahan; Pernah. Saya selalu siap dan akan mencari cara pemecahannya sampai tugas tersebut dapat dikerjakan dengan baik. ,2
Mengelola Perubahan; Pernah. Yang saya lakukan adalah membangun kekompakan antara pegawai sehingga timbul rasa kekeluargaan dan dengan sendirinya masing masing pegawai akan merasa bertanggung jawab terhadap tugas nya masing masing.,2
"Mengelola Perubahan;  tahun anggaran 2023, bahwa berdasarkan Perpres RI nomor   51 tahun 2022 tentang Program Paskibraka, mengamanatkan Paskibaraka harus di kelola oleh Bakesbangpol yang tadinya berada di opd Disbudpora  dampaknya yaitu menambah tugas dari pekerjaan rutin tahun tahun sebelumnya yang harus segera dikerjakan, dan apabila tidak dilaksanakan akan berpengaruh terhadap kinerja Bakesbangpol  mengusulkan kepada pimpinan untuk menambah bidang khusus yang menangani Program Paskibraka serta penambahan pegawai",1
"Mengelola Perubahan;  tahun anggaran 2023, bahwa berdasarkan Perpres RI nomor   51 tahun 2022 tentang Program Paskibraka, mengamanatkan Paskibaraka harus di kelola oleh Bakesbangpol yang tadinya berada di opd Disbudpora  mengundang beberapa opd dan instansi vertikal terkait Program Paskibraka untuk di rapat koordinasikan, dibahas secara teknis, komunikasi dan konsultasi dengan Bakesbangpol Provinsi Jawa Barat dan study tiru dengan beberapa Kabupaten Kota   bagaimanpun kondisinya apakah kekurangan pegawai, kekurangan sarana prasarana perkantoran, akan dilaksanakan dengan penuh tanggungjawab.",1
"Mengelola Perubahan;  pada saat program Paskibraka harus di kelola dan ditangani oleh Bakesbangpol yang tadinya oleh opd Disbudpora dan menyadari belum ada pengalaman baik dari sisi administrasi maupun dari sisi tatalaksana, kami berupaya semaksimal mungkin untuk selalu optimis dan sukses walaupun serba kekurangan   konsolidasi internal dengan bidang yang menangani program tersebut, pembahasan dari sisi anggaran, aturan, tatalaksana serta koordinasi dengan opd dan instansi vertikal yang telah berpengalaman ",1
"Mengelola Perubahan; Melakukan beberapa adaptasi, kemudian menyusun rencana kerja baru sesuai kebutuhan organisasi yang telah berubah ",1
Mengelola Perubahan; Belum pernah,1
Mengelola Perubahan; Belum pernah,1
"Mengelola Perubahan; Perubahan yang terjadi adalah pengembangan organisasi sesuai regulasi, yaitu adanya penambahan salah satu bidang. Hal ini sangat menyenangkan karena banyak tugas pokok dan fungsi yang sebelumnya menjadi tanggung jawab Bidang PIAK beralih menjadi tugas fungsi bidang baru yaitu Bidang PDIP  Pemanfaatan Data dan Inovasi Pelayanan .",1
Mengelola Perubahan; Belum pernah,1
"Mengelola Perubahan; Ketika merubah konsep dan mekanisme sistem pelayanan, secara singkat berkaitan dengan perubahan penyelesaian dokumen kependudukan, semula 14  empat belas  hari menjadi 3  tiga  hari, semestinya 1  satu  hari sebagaimana diamanatkan oleh Peraturan Menteri Dalam Negeri Nomor 7 Tahun 2019 tentang Pelayanan Adminduk Secara Daring, namun pada kenyataannya dalam resi pengambulan hasil pelayanan yang diberikan dan pada implementasinya masih diselesaikan dalam kurun waktu lebih dari tiga hari. Yang dilakukan adalah mengevaluasi dan menginvetaris kendala yang dihadapi sesuai bidang tugas kegiatan yaitu pembinaan dan pengawasan pelayanan administrasi kependudukan.",1
"Mengelola Perubahan; Yang pertama dilakukan mempelari tupoksi, mengidentifikasi kekuatan dan kelemahan Organisasi, setelah mengetahui dampak akibat perubahan positif dan negatifnya akan mengajak semua personil untuk berdiskusi membahas bagaimana cara memberikan pelayanan yang optimal kepada masyarakat",1
"Mengelola Perubahan; Pernah, dimana saya ditugaskan di OPD yang bukan bidang pertanian , saya hanya punya keyakinan dan niat yang ikhlas saya harus memberikan energi yang positif dan harus bisa menyelesaikan tugas tersebut, yang saya lakukan adalah beradaptasi dengan lingkungan, mempelajari aturan, bertanya dan berdiskusi dengan pegawai yang sudah lama dan berpengalaman di bidangnya",1
Mengelola Perubahan; Belum pernah,1
"Mengelola Perubahan; Perubahan organisasi terjadi ketika diberi jabatan yang berbeda dengan jabatan sebelumnya. Dampak yang terjadi adalah perubahan pola kerja dan perubahan tugas pokok dan fungsi. Saya menyikapinya dengan mempelajari, memahami tugas pokok dan fungsi yang baru, melakukan konsultasi dan petunjuk arahan pimpinan. ",1
"Mengelola Perubahan; Pernah, saya menyikapinya dengan menerima tugas tersebut dan melakukan konsultasi dan petunjuk arahan pimpinan. ",1
"Mengelola Perubahan; Pernah, Ketika masa pandemi covid 19 dimana pekerjaan harus dilakukan secara WFH  Work From Home  dan banyak program yang tidak terealisasikan dengan baik dan gangguan teknis seperti kecepatan internet yang lamban. Menyikapinya saya tetap fokus kerja dengan mengoptimalkan kemampuan yang dimiliki dan meningkatkan kecepatan internet dengan mengganti operator internet yang tepat. ",1
"Mengelola Perubahan; Terjadi pada waktu reformasi birokrasi, pejabat esselon IV yang di alihkan menjadi KKS   ketua kelompok substansial  sesuai dengan jabatan fungsional sebelumnya dan  diberikan angka kredit awal 25 point, banyak KKS yang tidak sesuai dengan nomenklatur  jabatan fungsional, secara fungsi akan kebingungan dalam melaksanakan pekerjaan yang  sesuai dengan jabatan fungsional nya.  Langkah awal diberikan pemahaman butir butir kegiatan, apabila yang bersangkutan  merasa tidak mampu maka kita melakukan komunikasi dengan BKPSDM untuk di usulakn  perpindahan jabatan fungsional sesuai dengan ijazah fungsional nya.  Namun demikian renut dan anjab ABK juga mengalami perubahan, harus menjabarkan  kembali IKU dan IKI kepala dinas kesehatan sesuai dengan butir butir kegiatan nya.",3
"Mengelola Perubahan; Secara garis besar pekerjaan sekretaris di tiap SOPD sama, namun dalam hal  perencanaan penganggaran pelaksanaan pengendalian di tiap bidang tugas nya yang  membedakan, wilayah cakupan komunikasi, koordinasi, kerjasama dan penyerapan  informasi yang berbeda, misal nya dalam perijinan RSOP cijeungjing yang belum bisa  bekerja sama dengan BPJS, dengan kata lain pasien dengan status BPJS belum bisa  berobat dengan fasilitas BPJS harus pasien umum, setelah di komunikasikan dengan  BPJS cabang banjar dan komisi IV DPRD di hasilkan kesepakatan untuk minta petunjuk  ke kemenkes, hasil nya RSOP harus merubah ijin dari rumah sakit umum menjadi rumah  sakit khusus orthopedi dengan fasilitas pelayanan yang di rubah sesuai peruntukan nya,  hasil nya proses sudah di tempuh menunggu evaluasi BPJS selama setahun sebagai  bahan kerjasama BPJS dengan RSOP. ",3
"Mengelola Perubahan; Kurang optimal nya terkait dengan jumlah SDM yang tersedia antara administrasi, jabatan  pelaksana dan jabatan fungsional, untuk menyikapinya memberikan tugas tambahan dan  membuat rebut Anjab ABK ulang dan diusulkan ke BKPSDM dalam pemenuhan  kebutuhan tersebut.  Khusus di rsud dan puskesmas melihat komposisi anggaran BLUD, apabila  memungkinkan dipenuhi dari pos anggaran belanja pegawai, dengan tetap minta  persetujuan Bupati melalui BKPSDM. ",3
"Mengelola Perubahan; Memberikan arahan sesuai dengan tugas pokok dan fungsi dari organisasi. Ketika terjadi perubahan organisasi, dilakukan mapping terhadap organisasi yang  mengalami perubahan. Mapping terhadap sumber daya yang ada, yaitu man, machine,  methode, dan material, sebagai bahan dasar pembagian tugas agar tujuan akhir unit  kerja dapat terselesaikan.  Setelah mapping Sekretaris Dinas dalam hal ini saya, melanjutkan melaksanakan  penyelenggaraan perencanaan dan program dinas, pengkajian rencana dan program  serta pengelolaaan keuangan, kepegawaian dan umum. Semua dilakukan dalam  briefing internal unit kerja dengan meminta informasi sebanyak banyak dari bawahan  agar mendapatkan informasi yang valid. Selanjutnya membagi tugas kepada bawahan  dengan memerintahkan untuk menyelesaikan yang menjadi prioritas instansi atau  institusi karena hal tersebut berdampak kepada organisasi secara menyeluruh.  Briefing internal dilakukan secara bertahap setiap bulannya, akan tetapi kadangkala  dilakukan keliling antar ruangan untuk berkomunikasi dengan bawahan untuk  mendapatkan informasi yang lebih aktual. ",1
"Mengelola Perubahan; Pernah, ketika alih tugas ke Dinas Tenaga Kerja sebagai Sekretaris Dinas, dimana  urusan ketenagakerjaan  Sumber Daya Manusia  adalah bidang baru bagi saya, yang  sebelum sebelumnya lebih banyak bersentuhan kepada infrastruktur. Semua tersebut  adalah hal yang amat sangat baru, namun seiring berjalannya waktu, menjadi sesuatu  yang menarik dan tertantang untuk dapat mengetahui lebih jauh, dengan terus bertanya  dan belajar dari tim kerja pada Dinas Tenaga Kerja.  Tidaklah menjadi tidak semangat ketika menyeberang dari dasar ilmu yang dipelajari,  karena alih tugas rotasi mutasi adalah hal yang biasa dalam birokrasi dan sebagai  bagian dari birokrasi harus siap ditempatkan dimana saja.  Dalam kurun waktu tiga bulan, saya dapat menyesuaikan lingkup kerja, pola kerja serta  budaya kerja yang ada di Dinas Tenaga Kerja, yang dalam perjalanannya angka pengangguran di Kabupaten Ciamis dapat menurun.  Dengan tetap meminta bimbingan dari pimpinan agar tidak terjadi ovelap kewenangan  dan kebijakan dalam menjalankan tugas. ",1
"Mengelola Perubahan; Pernah terjadi ketika sebagai Sekretaris ULP cq. sebagai Kepala Subbag Pengendalian  Program Pembangunan Daerah, ketika merubah komposisi kepanitiaan lelang kelompok  kerja pokja . Dalam pelaksanaan perubahan panitia lelang pokja dilakukan dengan  menginventarisir dari keseluruhan anggota pokja untuk mengetahui jumlah serta  kompetensi dari masing masing individu pokja. Sebelum disahkan perubahan komposisi  tersebut, dilaporkan terlebih dahulu kepada pimpinan unit kerja yaitu Kepala ULP   Kepala Bagian Pembangunan  hasil penyusunan panitia lelang pokja. Ketika mendapat  persetujuan dari pimpinan unit kerja, maka dilakukan sosialiasi kepada anggota pokja  dilanjutkan dengan penetapan dari kelompok unit kerja organisasi tersebut. Setelah terbentuk perubahan dimaksud, maka perlu dilakukan sosialisasi dan koordinasi  antar dinas akan informasi dari perubahan tersebut. ",1
"Mengelola Perubahan; Pada Tahun 2023, terdapat penyesuaian kegiatan dengan tugas pokok dan fungsi bidang  di Dinas Sosial. Dimana sebagian kegiatan Tahun 2022 pindah ke bidang lain dan yang  masuk dari bidang lain.  Menyikapi hal tersebut, dipersiapkan sesuai kebutuhan tahun 2023 yaitu    1. Penganggaran 2023   disesuaikan dengan tugas pokok dan fungsi bidang  2. Personil   2 orang personil pindah ke Bidang Bantuan dan Perlindungan Sosial   sehubungan kegiatan fasilitasi pendataan dan rutilahu pindah ke Balinsos.  3. Sarana dan prasarana   perpindahhan sebagaimana angka 2, disertai dengan sarana  dan prasarananya. ",1
"Mengelola Perubahan; Pernah.  Pada saat pertama ke Dinas Sosial harus memfasilitasi bantuan sosial Program Sembako. Menyikapi hal tersebut   1. Mempelajari ketentuan tentang Program Sembako  2. Berdiskusi dengan Kasi, Bank Mandiri dan Pendamping Sosial yang menangani  Program Sembako  3. Mengecek dan memastikan telah terbentuk Tim Koordinasi BSP Program Sembako  Kecamatan  4. Melaksanakan rapat koordinasi Tim Koordinasi BSP Program Sembako Kabupaten dan Pendamping Program Sembako  5. Melaksanakan rapat koordinasi dengan Ketua Tim Koordinasi BSP Program Sembako  Kecamatan  6. Menindaklanjuti secara administrasi pemberitahuan penyaluran Program Sembako  dan harga bahan pangan secara periodik  7. Melaksanakan monitoring penyaluran bantuan sosial Program Sembako 8. Memfasilitasi penyelesaian permasalahan bantuan sosial Program Sembako   ",1
Mengelola Perubahan; Pernah.  Pemuktahiran DTKS belum optimal.  Mendorong sosialisasi Keputusan Menteri Sosial Nomor 150 Tahun 2022 kepada  Kecamatan dan Pemerintah Desa. Pada tanggal 9 Maret 2023 dilaksanakan sosialisasi  oleh Kepala Bidang Bantuan dan Perlindungan Sosial dan Operator SIKS NG Kabupaten  pada acara rapat koordinasi usulan kepesertaan JKN KIS PBI APBD TMT April 2023. ,1
"Mengelola Perubahan;   Perubahan organisasi terjadi biasanya pada saat terjadi pergantian pimpinan atau  perubahan regulasi, seperti regulasi tentang perubahan jabatan struktural kepada  jabatan fungsional beberapa waktu yang lalu.    Dampak adanya pergantian pimpinan biasanya berdampak pada pola kerja,  karena tiap pimpinan sudah pasti mempunyai pola kerja masing masing yang pada  akhirnya juga akan berdampak pada prestasi kerja pegawai. Perubahan jabatan  struktural eselon IV kepada jabatan fungsional berdampak pada pengaturan  pelaksanaan kegiatan.     Menyikapi hal tersebut, maka sebagai pegawai harus bisa memahami dan  menyesuaikan dengan kebijakan pimpinan dan juga regulasi yang ada, terus  menambah wawasan dan pengetahuan, peningkatan kapasitas pegawai dan tetap bertanggung jawab terhadap pekerjaan. ",2
"Mengelola Perubahan;   Pernah, Perpindahan dari Sekretaris Kecamatan menjadi Kabid PK BPBD.    Rotasi dan Mutasi pegawai menjadi hal biasa bagi ASN, tidak semua tempat kerja  pada saat mutasi itu kadang sesuai dengan keinginan kita. Pada saat kita mutasi  atau rotasi ketempat baru kadang kita dihadapkan pada pekerjaan dan  permasalahan baru. Seperti halnya saya pada tahun 2021 awal di mutasi dari  kecamatan ke Badan Penangulangan Bencana Daerah. Bagi saya bidang  Penanggulangan Bencana ini adalah hal baru karena belum pernah belajar  sebelumnya. Akan tetapi sebagai ASN wajib melaksanakan apa yang sudah  ditugaskan sesuai dengan Surat Keputusan yang diterima sebagai bagian untuk  Pengembangan Diri.    Menyikapi hal tersebut, yang saya lakukan adalah berupaya untuk melaksanakan  dengan penuh tanggung jawab. Mempelajari tugas pokok dan fungsi BPBD adalah  hal yang npaling utama, Pengenalan tempat kerja, rekan kerja dan lingkungan kerja  serta pemenuhan kebutuhan sarana dan prasarana kerja sampai akhirnya saya  diterima dengan baik dan merasa nyaman untuk bekerja penuh dengan  tanggungjawab.   ",2
"Mengelola Perubahan;   Pernah, Pada saat saya pindah kerja ditempat baru, dimana saya adalah orang  baru sedangkan bawahan rekan kerja adalah orang lama yang merasa sudah  paham akan situasi dan kondisi, pada saat saya menerapkan pola kerja saya yang  baru dari biasanya, maka tidak serta merta pola kerja tersebut dapat diterima  seutuhnya  optimal oleh bawahan rekan kerja tersebut. Atau perubahan absensi  pegawai dari manual menjadi elektronik digital hal ini tentunya memerlukan  penyesuain beberapa waktu. Kalau hal ini dipaksakan maka tidak menutup  kemungkinan akan terjadi permasalahan permasalahan yang baru.    Menyikapi hal tersebut, implementasi perubahan tidak harus dilakukan secara  instan, kita perlu memberikan beberapa pemahaman terlebih dahulu, Membangun  hubungan yang positif, Sosialisasi, Edukasi, Komunikasi, serta Menyiapkan sarana  dan prasana yang dibutuhkan sehingga tercapai tujuan yang diharapkan.",2
"Mengelola Perubahan; Pada tahun 2021 terjadi perubahan pada struktur organisasi Bappeda, yang sebelumnya  terdiri dari 4  empat  bidang, berubah menjadi 5  lima  bidang. Ketika terjadi perubahan   penambahan  unit kerja tentunya akan berdampak pada beban volume pekerjaan dan  personil yang melaksanakan. Dampak yang paling jelas saya rasakan selaku Sekretaris  yang juga menangani masalah kepegawaian yaitu, saya harus melakukan penataan  personil yang ada, meskipun secara kuantitatif jumlahnya cukup terbatas. Kemudian dari  aspek pengkoordinasian lingkup unit kerja yang harus saya koordinasikan dan saya layani  sesuai dengan fungsi kesekretariatan yang saya jalankan tentunya juga bertambah.  Menyikapi hal tersebut, saya melakukan pemetaan terhadap kebutuhan personil maupun  sarana prasarana yang diperlukan sehingga setiap unit organisasi dapat menjalankan  secara optimal. ",1
